time,sst_anomaly,thermocline_proxy,zonal_advection,surface_heat_flux,sst_tendency,ocean_dynamics_residual,z_thermocline_proxy,z_zonal_advection,z_surface_heat_flux,z_ocean_dynamics_residual
1985-01-01,-0.751915454864502,0.4101466576854075,-0.037970201770049276,1.2955009038587313,,,-0.9989514768310551,-0.7474316319570337,1.6783428844143453,
1985-02-01,-0.6119399666786194,0.400788192833511,-0.04171234063180727,1.6066646091204229,0.13997548818588257,-1.4249767803027331,-0.9073571632968628,-0.9778829229761163,1.6222313702444093,-0.8852871284030756
1985-03-01,-0.6404940485954285,0.3941025125275412,-0.018291599207003222,2.235837602233588,-0.028554081916809082,-2.246100084943394,-0.9357753929000605,-0.487673975814459,1.6772746299440695,-1.5087995453115957
1985-04-01,-0.7456583976745605,0.41455352961226105,-0.013769156979968706,2.2307662639771966,-0.10516434907913208,-2.32216145607636,-0.24812023278268353,-0.28858827146127697,1.6499952051309297,-1.7429342946234463
1985-05-01,-0.727508008480072,0.41363812478915807,-0.014284243506406858,1.5753583807603366,0.018150389194488525,-1.5429237480594413,-0.30770858747677104,-0.23331084971192392,1.513316110984202,-1.2541359789190998
1985-06-01,-0.6869137287139893,0.43343566466339534,-0.01446942826393241,0.6202647348987144,0.040594279766082764,-0.5652010268686992,0.2516812278149222,-0.14010236460202924,0.5611187288243495,-0.35523634329274
1985-07-01,-0.6846594214439392,0.4407054934996294,-0.01773531048882716,0.43632570398591436,0.002254307270050049,-0.41633608622703716,0.34523308614259474,-0.1253594918725277,0.4635768221271131,-0.3873667588725113
1985-08-01,-0.578312873840332,0.4439039031210937,-0.022565108565133964,0.4718653106013659,0.10634654760360718,-0.34295365443262477,0.30873754518177554,-0.13724847847064736,-0.24849246816570286,0.5606734845277637
1985-09-01,-0.543780505657196,0.4523916772340816,-0.04045515817942374,0.6381172820444468,0.034532368183135986,-0.5631297556818872,0.22327354420956794,-0.43396075495198705,-0.6712276125658633,0.7541945089482173
1985-10-01,-0.46308210492134094,0.45206203390965066,-0.0359415349784535,1.260746620068672,0.0806984007358551,-1.1441066843543635,-0.2045312608292445,-0.1707148922914781,0.8124164822587466,-0.4517717273961627
1985-11-01,-0.367527037858963,0.449307856094763,-0.01918097873337985,0.6705542208587617,0.09555506706237793,-0.5558181750630039,-0.4014060249657037,0.20426955022028837,-0.5070132638343813,0.7131094510417691
1985-12-01,-0.3310708701610565,0.4467882813485897,-0.016218012129742776,0.7003796187809469,0.036456167697906494,-0.6477054389532977,-0.2875557110037053,0.17342060004011683,0.1043193242146461,-0.003563742082504782
1986-01-01,-0.3072754144668579,0.4359106823827328,-0.03355501548880539,0.6703338700544446,0.02379545569419861,-0.6129833988714406,-0.1692615986759446,-0.6420612270631677,-0.46965649047144475,0.3725675440506444
1986-02-01,-0.24590861797332764,0.4299892685673093,-0.02803716887836588,1.2523108980541044,0.06136679649353027,-1.1629069326822083,0.033017535617645415,-0.651518803125817,0.40471427688916994,-0.08854389634711099
1986-03-01,-0.17717789113521576,0.4244509521915258,-0.02677997414208493,1.7715566010009627,0.06873072683811188,-1.676045900020766,0.04154835611897931,-0.6902528585221026,0.08206047677547428,0.22427588425839562
1986-04-01,-0.23940850794315338,0.42300281843518367,-0.0042944369391288775,1.9617007034778946,-0.06223061680793762,-2.0196368833467035,0.023975819613810956,-0.06246981951726226,0.7255180262259271,-0.8232008417235446
1986-05-01,-0.2574467062950134,0.4337154326832655,0.007759444494300743,1.2301435594128254,-0.018038198351860046,-1.2559412022589862,0.33884952353427716,0.2927716713938962,0.3271991528595311,-0.3816533062241889
1986-06-01,-0.23022271692752838,0.43234276960484147,0.0032834035847022704,0.37167208359525744,0.027223989367485046,-0.34773149781247464,0.2164862620197677,0.2835769460195707,-0.293015975546822,0.3059132587203644
1986-07-01,-0.012953680008649826,0.4443795164771069,-0.002133279909986406,0.22444946271671934,0.21726903691887856,-0.005047145887854378,0.4635492154094182,0.24698997982309634,-0.26440467592138667,0.8630314941505088
1986-08-01,0.13149859011173248,0.45904242511932364,0.0035450375383401607,0.7241452921188664,0.1444522701203823,-0.5832380595368242,0.7962498271220976,0.48588189282276084,0.6183114630944261,-0.16983777143547665
1986-09-01,0.12445207685232162,0.47817175335206613,0.0029000765774842676,0.5307006270230894,-0.007046513259410858,-0.5406472168599845,1.0534803331116382,0.6007314074174265,-1.0402984294228352,0.8225457931895239
1986-10-01,0.29303959012031555,0.4968155360465339,-0.0015523536090624643,0.6926338076222245,0.16858751326799393,-0.5224939407451681,1.2366848601450509,0.6499983764226228,-1.1395513919487785,1.4380517335137972
1986-11-01,0.382230669260025,0.4831353298860309,0.006849305435968657,0.6116372117812189,0.08919107913970947,-0.529295438077478,0.6879545441959147,0.8254939805638952,-0.7094450809738644,0.7937437223274031
1986-12-01,0.3976421058177948,0.4814241233923341,-0.0292849154480383,0.43671682925916544,0.015411436557769775,-0.39202047725335737,0.8278370858389889,-0.13842692023481412,-0.8015945779101572,0.773768196797752
1987-01-01,0.5574961304664612,0.46540264421549704,-0.012521266661030763,0.4272051221764139,0.15985402464866638,-0.25482983086671673,0.7804806293743808,-0.14008135821059348,-1.3050178742616625,1.461423946018922
1987-02-01,0.6112627387046814,0.44346572771544723,0.043670961843859775,0.7403805074485102,0.053766608238220215,-0.7302848610541498,0.46700569856726715,1.0598279639361756,-1.3542174958154365,1.2267112187960592
1987-03-01,0.6272854804992676,0.44255806147451243,0.030399811441523327,1.4070312242017693,0.01602274179458618,-1.4214082938487065,0.624659320777467,0.6743684224155179,-1.1704052470326667,0.998423658932155
1987-04-01,0.44175246357917786,0.4229164790672329,-0.011435300187385257,1.1993019866952028,-0.18553301692008972,-1.3733997034279073,0.02119539611567241,-0.23288973021432993,-1.8939930460351602,1.1414856877576474
1987-05-01,0.5265587568283081,0.434892754896108,-0.025912252620512815,0.4371606261758523,0.08480629324913025,-0.3264420803062092,0.37676333299526593,-0.510818513129858,-2.397395639868068,2.444204537941767
1987-06-01,0.523745059967041,0.4202275732106503,-0.001980356315844526,0.365253885147146,-0.00281369686126709,-0.3660872256925686,-0.17366457575540506,0.15795495033144039,-0.3150681400228398,0.25010828118970846
1987-07-01,0.5864425301551819,0.4174167903142161,0.00016077689237277442,0.08013978182243689,0.06269747018814087,-0.017603088526668795,-0.40474295740242117,0.3017386764162587,-0.7602355300606458,0.8248589901009632
1987-08-01,0.6900820732116699,0.4243976489696327,0.0022197467760740417,0.3790455636251809,0.10363954305648804,-0.2776257673447669,-0.31943067854564605,0.45425323316341376,-0.5674100497097082,0.7592829482808557
1987-09-01,0.8383512496948242,0.42680542333662347,0.05450308373151623,0.9400619573548876,0.1482691764831543,-0.8462958646032496,-0.600691505041126,1.8322603647934963,0.36621828388548666,-0.10668545446291201
